,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Revenue,Order_Date,Sales_Channel,Region,Profit,%_pricepaid,Discount%,Cost_Price,Profit/Loss_%
1218,3218,Men,Running,Air Zoom,6,2,4854.18,5388.1398,29-09-2024,Retail,Kolkata,3807.88,0.5549999999999999,44.50000000000001,1580.2597999999998,240.9654412521283
1219,3219,Women,Basketball,Air Jordan,12,2,2277.83,4737.8864,17-03-2025,Online,Delhi,1151.76,1.04,-4.0000000000000036,3586.1264,32.11710552087623
1220,3220,Women,Lifestyle,Dunk Low,11,2,4722.755,7084.1325,16-02-2025,Online,Bangalore,2731.04,0.75,25.0,4353.0925,62.73792711733096
1221,3221,Women,Basketball,LeBron 20,10,2,9682.68,17041.5168,21-09-2024,Online,Pune,1650.44,0.88,12.0,15391.0768,10.723356276150867
1222,3222,Kids,Basketball,Air Jordan,12,1,5300.32,3498.2112,08-10-2024,Online,Bangalore,2593.48,0.66,34.0,904.7312000000002,286.65751772460146
1223,3223,Men,Soccer,Mercurial Superfly,8,2,7150.045,10367.56525,31-12-2024,Online,Delhi,3088.54,0.725,27.500000000000004,7279.02525,42.43068122342343
1224,3224,Women,Soccer,Phantom GT,9,1,9872.38,1777.0283999999997,18-03-2025,Retail,Pune,233.85,0.18,82.0,1543.1783999999998,15.153789088805288
1225,3225,Kids,Basketball,Kyrie Flytrap,10,2,7364.6,9721.272,20-12-2023,Retail,Kolkata,-458.05,0.66,34.0,10179.322,-4.499808533417059
1226,3226,Men,Soccer,Mercurial Superfly,9,2,4585.77,6649.3665,12-02-2025,Retail,Pune,-241.59,0.725,27.500000000000004,6890.9565,-3.5058993624469985
1227,3227,Women,Training,ZoomX Invincible,7,1,6882.3099999999995,1376.462,31-12-2024,Online,Delhi,-604.23,0.2,80.0,1980.692,-30.506004971999683
1228,3228,Kids,Basketball,LeBron 20,12,2,6745.63,8904.231600000001,19-04-2025,Retail,bengaluru,3620.9,0.66,34.0,5283.331600000001,68.53440734251848
1229,3229,Kids,Running,Free RN,9,2,5691.68,11383.36,19-08-2024,Retail,Pune,188.96,1.0,0.0,11194.400000000001,1.687986850568141
1230,3230,Men,Soccer,Phantom GT,12,2,7398.98,12874.225199999999,31-12-2024,Retail,Delhi,3634.75,0.87,13.0,9239.475199999999,39.33935555127634
1231,3231,Men,Lifestyle,Dunk Low,10,3,6406.53,17297.631,17-12-2024,Online,Kolkata,2859.55,0.9,9.999999999999998,14438.081000000002,19.80560990065092
1232,3232,Kids,Lifestyle,Air Force 1,9,2,6554.3099999999995,7930.715099999999,11-11-2023,Online,Pune,2083.57,0.605,39.5,5847.1451,35.63397118364654
1233,3233,Men,Soccer,Phantom GT,8,1,4091.68,2966.468,26-04-2025,Retail,Hyd,571.8,0.725,27.500000000000004,2394.6679999999997,23.878049065674244
1234,3234,Kids,Soccer,Phantom GT,12,2,6466.57,8859.2009,14-05-2025,Online,Delhi,327.76,0.685,31.499999999999993,8531.4409,3.8417894918547697
1235,3235,Women,Training,SuperRep Go,9,2,5931.25,8896.875,31-12-2024,Retail,Hyderabad,1899.62,0.75,25.0,6997.255,27.148074494926938
1236,3236,Kids,Lifestyle,Blazer Mid,9,4,6569.37,17868.686400000002,21-07-2025,Retail,hyderbad,-37.37,0.68,31.999999999999996,17906.0564,-0.2087003367195917
1237,3237,Kids,Basketball,LeBron 20,10,3,5596.52,11081.109600000002,16-08-2024,Retail,Mumbai,2926.28,0.66,34.0,8154.829600000001,35.8840116046079
1238,3238,Women,Training,SuperRep Go,12,1,4420.21,1414.4672,31-12-2024,Retail,Mumbai,705.58,0.32,68.0,708.8872,99.53346597314778
1239,3239,Men,Running,Pegasus Turbo,12,1,6211.38,3447.3158999999996,31-12-2024,Retail,Mumbai,1810.07,0.5549999999999999,44.50000000000001,1637.2458999999997,110.55578151088974
1240,3240,Kids,Basketball,Zoom Freak,9,1,8776.59,5792.549400000001,27-05-2024,Retail,Hyd,-1020.05,0.66,34.0,6812.599400000001,-14.972992540850116
1241,3241,Women,Basketball,LeBron 20,12,1,7477.49,5234.2429999999995,12-02-2024,Retail,Bangalore,3176.2,0.7,30.000000000000004,2058.0429999999997,154.33108054593615
1242,3242,Men,Basketball,LeBron 20,10,3,9677.18,17128.6086,24-08-2024,Retail,bengaluru,609.45,0.59,41.0,16519.1586,3.6893525557651596
1243,3243,Men,Lifestyle,Air Force 1,10,3,6009.58,13160.980199999998,25-10-2024,Retail,Pune,1943.22,0.73,27.0,11217.760199999999,17.322709394340592
1244,3244,Women,Training,Metcon 7,8,2,5462.8,6063.708,13-03-2025,Online,hyderbad,1750.18,0.5549999999999999,44.50000000000001,4313.527999999999,40.57421210665609
1245,3245,Women,Running,React Infinity,10,3,7006.295,12926.614275000002,19-05-2024,Retail,Pune,3102.91,0.615,38.5,9823.704275000002,31.585946737998675
1246,3246,Men,Running,Air Zoom,7,2,7787.74,8644.391399999999,14-05-2025,Online,Pune,479.25,0.5549999999999999,44.50000000000001,8165.141399999999,5.869463571077901
1247,3247,Men,Training,ZoomX Invincible,9,1,5888.37,3091.3942500000003,31-12-2024,Online,Mumbai,3687.47,0.525,47.5,-596.0757499999995,-618.6243946344073
1248,3248,Women,Lifestyle,Blazer Mid,12,3,8234.91,18528.5475,24-11-2024,Online,Mumbai,2984.1,0.75,25.0,15544.4475,19.197208520920412
1249,3249,Kids,Lifestyle,Blazer Mid,8,1,4738.25,2866.64125,25-02-2025,Online,bengaluru,731.1,0.605,39.5,2135.54125,34.234880735738535
1250,3250,Women,Lifestyle,Air Force 1,10,2,7309.08,10963.619999999999,18-09-2024,Online,Pune,1172.07,0.75,25.0,9791.55,11.970219219633256
1251,3251,Men,Soccer,Premier III,7,1,6735.33,4883.11425,10-01-2024,Retail,Kolkata,3462.04,0.725,27.500000000000004,1421.0742499999997,243.62133083475413
1252,3252,Men,Basketball,Zoom Freak,10,1,6172.36,3055.3181999999997,26-03-2024,Online,Mumbai,-563.83,0.495,50.5,3619.1481999999996,-15.579080182458405
1253,3253,Kids,Running,Air Zoom,10,2,5837.53,7822.290199999999,17-04-2025,Online,Bangalore,2267.92,0.6699999999999999,33.00000000000001,5554.3701999999985,40.8312719235027
1254,3254,Women,Soccer,Mercurial Superfly,9,2,4262.63,4347.8826,04-11-2024,Retail,Mumbai,3035.41,0.51,49.0,1312.4726,231.2741614567801
1255,3255,Kids,Basketball,Air Jordan,12,1,6975.67,4603.9422,03-02-2025,Online,Bangalore,960.65,0.66,34.0,3643.2922000000003,26.367635294253915
1256,3256,Men,Training,SuperRep Go,8,3,4814.32,7582.554,31-12-2024,Retail,hyderbad,-583.08,0.525,47.5,8165.634,-7.140658030962446
1257,3257,Women,Running,Free RN,7,1,7056.01,4339.44615,19-01-2025,Retail,Kolkata,1190.89,0.615,38.5,3148.5561499999994,37.82336865740826
1258,3258,Men,Lifestyle,Dunk Low,8,3,7588.77,16619.4063,31-12-2024,Online,Mumbai,853.35,0.73,27.0,15766.056299999998,5.4125773989529655
1259,3259,Women,Lifestyle,Air Force 1,6,2,7305.78,10958.67,07-04-2025,Retail,Mumbai,573.79,0.75,25.0,10384.880000000001,5.525244393772484
1260,3260,Men,Soccer,Mercurial Superfly,7,1,7150.045,5183.782625,28-06-2025,Online,Mumbai,1287.17,0.725,27.500000000000004,3896.6126249999998,33.03305008410992
1261,3261,Men,Basketball,Air Jordan,12,2,5974.92,5915.1708,26-11-2024,Online,Hyd,472.79,0.495,50.5,5442.3808,8.687190723589207
1262,3262,Women,Basketball,LeBron 20,6,1,6271.66,4390.161999999999,26-12-2024,Retail,Bangalore,1490.29,0.7,30.000000000000004,2899.8719999999994,51.391578662782365
1263,3263,Women,Running,React Infinity,10,4,7006.295,17235.4857,23-02-2025,Online,Mumbai,2278.12,0.615,38.5,14957.365700000002,15.230756843766946
1264,3264,Men,Training,Metcon 7,9,2,6284.84,1634.0584000000001,06-08-2025,Online,Bangalore,-992.25,0.13,87.0,2626.3084,-37.78116842637369
1265,3265,Women,Soccer,Mercurial Superfly,8,4,4262.63,10145.0594,22-09-2024,Retail,Bangalore,2860.71,0.595,40.5,7284.3494,39.27200416827891
1267,3267,Kids,Lifestyle,Air Force 1,9,2,6554.3099999999995,6816.4824,15-02-2025,Retail,Pune,345.92,0.52,48.0,6470.5624,5.3460577089867805
1268,3268,Men,Soccer,Mercurial Superfly,10,2,7150.045,10367.56525,11-07-2025,Retail,Mumbai,1586.4,0.725,27.500000000000004,8781.16525,18.065939483373235
1269,3269,Women,Soccer,Mercurial Superfly,8,2,7268.31,8649.2889,03-12-2024,Online,Mumbai,-719.57,0.595,40.5,9368.8589,-7.680444413566738
1270,3270,Kids,Lifestyle,Dunk Low,12,2,6122.674999999999,7408.436749999999,03-06-2025,Online,Pune,3619.8,0.605,39.5,3788.6367499999988,95.54360153424582
1271,3271,Men,Basketball,LeBron 20,6,3,6730.48,9994.762799999999,18-05-2025,Retail,Hyderabad,545.1,0.495,50.5,9449.662799999998,5.768459801549746
1272,3272,Men,Lifestyle,Blazer Mid,8,2,4936.545,7207.3557,31-12-2024,Retail,hyderbad,-321.24,0.73,27.0,7528.5957,-4.266931215339403
1273,3273,Women,Soccer,Phantom GT,8,1,5527.7,939.7090000000001,04-02-2024,Online,bengaluru,2577.59,0.17,83.0,-1637.881,-157.37345997664053
1274,3274,Men,Training,SuperRep Go,10,3,6031.14,2714.0130000000004,05-03-2025,Retail,hyderbad,169.05,0.15,85.0,2544.963,6.642532720514993
1275,3275,Women,Soccer,Premier III,10,4,5255.98,12509.232399999999,27-05-2025,Retail,Hyd,1652.12,0.595,40.5,10857.112399999998,15.21693742435604
1277,3277,Men,Training,SuperRep Go,9,4,5157.745,10831.264500000001,05-09-2024,Online,bengaluru,293.59,0.525,47.5,10537.674500000001,2.7860985837055408
1278,3278,Kids,Lifestyle,Dunk Low,10,2,6122.674999999999,7408.436749999999,06-01-2025,Retail,Pune,107.83,0.605,39.5,7300.606749999999,1.477000524648174
1279,3279,Kids,Soccer,Mercurial Superfly,12,4,2572.41,1028.964,09-11-2024,Retail,Delhi,3098.28,0.1,90.0,-2069.3160000000003,-149.72483661267782
1280,3280,Kids,Training,SuperRep Go,12,1,7709.7,4471.625999999999,12-10-2024,Online,Mumbai,663.54,0.58,42.00000000000001,3808.0859999999993,17.424501442456922
1281,3281,Men,Soccer,Mercurial Superfly,10,2,6075.6,8809.62,31-12-2024,Retail,Pune,93.8,0.725,27.500000000000004,8715.820000000002,1.0762039601552118
1282,3282,Kids,Basketball,Air Jordan,12,4,6966.16,6408.867200000001,19-05-2024,Retail,Delhi,-190.17,0.23,77.0,6599.037200000001,-2.8817840275244997
1283,3283,Men,Soccer,Premier III,12,2,6121.21,8875.7545,18-10-2024,Online,Mumbai,3871.51,0.725,27.500000000000004,5004.244499999999,77.36452525451146
1284,3284,Women,Running,Free RN,9,4,5776.74,14210.7804,20-08-2024,Online,Kolkata,210.83,0.615,38.5,13999.9504,1.5059339067372697
1285,3285,Men,Training,Metcon 7,12,4,6284.84,13198.164,10-05-2024,Online,Hyderabad,-401.38,0.525,47.5,13599.544,-2.9514224888716853
1286,3286,Kids,Basketball,LeBron 20,9,2,4323.86,5707.495199999999,16-01-2025,Retail,hyderbad,-577.54,0.66,34.0,6285.035199999999,-9.189129123731878
1287,3287,Kids,Running,Free RN,9,2,5691.68,11611.0272,31-12-2024,Retail,Mumbai,-1184.98,1.02,-2.0000000000000018,12796.0072,-9.260544961243848
1288,3288,Kids,Lifestyle,Dunk Low,10,4,6122.674999999999,14816.873499999998,25-07-2024,Retail,Delhi,3852.98,0.605,39.5,10963.893499999998,35.14244278275779
1289,3289,Men,Training,Metcon 7,8,1,6284.84,3299.541,13-09-2024,Online,Pune,-878.7,0.525,47.5,4178.241,-21.03038096653592
1290,3290,Kids,Lifestyle,Air Force 1,12,2,7377.71,8927.0291,31-12-2024,Online,Pune,2588.85,0.605,39.5,6338.179099999999,40.8453273275285
1291,3291,Women,Running,Free RN,12,3,5698.6900000000005,10514.08305,31-12-2024,Retail,Hyderabad,-231.54,0.615,38.5,10745.62305,-2.1547377841436566
1292,3292,Women,Training,Metcon 7,8,2,5462.8,6063.708,23-05-2025,Online,Hyd,2299.04,0.5549999999999999,44.50000000000001,3764.6679999999997,61.06886450544909
1293,3293,Kids,Lifestyle,Blazer Mid,9,3,6569.37,11923.40655,31-12-2024,Online,Kolkata,1013.24,0.605,39.5,10910.16655,9.287117619666402
1294,3294,Women,Basketball,LeBron 20,10,1,6271.66,4390.161999999999,31-12-2024,Retail,Kolkata,-101.37,0.7,30.000000000000004,4491.531999999999,-2.2569136766697873
1295,3295,Women,Training,SuperRep Go,10,2,2983.6,3311.7959999999994,29-12-2024,Online,Delhi,3650.65,0.5549999999999999,44.50000000000001,-338.8540000000007,-1077.351897867516
1297,3297,Men,Lifestyle,Air Force 1,10,2,5875.99,8578.945399999999,02-07-2025,Online,Delhi,3803.18,0.73,27.0,4775.765399999998,79.63498374522335
1298,3298,Men,Training,ZoomX Invincible,9,4,9716.03,20403.663,31-12-2024,Online,Mumbai,2961.23,0.525,47.5,17442.433,16.97716138568513
1299,3299,Men,Basketball,Kyrie Flytrap,10,1,5124.65,3484.762,31-12-2024,Retail,bengaluru,1517.07,0.68,31.999999999999996,1967.6920000000002,77.09895654401195
1300,3300,Women,Basketball,Air Jordan,10,2,6144.015,8601.621,18-12-2024,Retail,Bangalore,3436.23,0.7,30.000000000000004,5165.391,66.52410243483988
1301,3301,Women,Lifestyle,Waffle One,10,2,4492.46,6738.6900000000005,31-12-2024,Retail,Hyderabad,1018.52,0.75,25.0,5720.17,17.80576451399172
1302,3302,Women,Soccer,Tiempo Legend,8,2,6226.74,7409.820599999999,12-05-2025,Retail,Pune,-316.51,0.595,40.5,7726.330599999999,-4.096511220992796
1303,3303,Kids,Soccer,Tiempo Legend,9,2,6380.5,8741.285,19-10-2024,Online,Kolkata,2846.02,0.685,31.499999999999993,5895.264999999999,48.27637095194194
1304,3304,Women,Running,React Infinity,8,2,7006.295,9108.183500000001,15-11-2024,Online,Mumbai,2405.3,0.65,35.0,6702.883500000001,35.88455625105225
1305,3305,Kids,Running,Free RN,9,2,4216.14,5649.6276,17-10-2024,Retail,Hyd,-687.95,0.6699999999999999,33.00000000000001,6337.5776,-10.855093908435931
1306,3306,Kids,Basketball,LeBron 20,10,2,6329.6,3164.8,30-07-2024,Retail,Mumbai,3052.49,0.25,75.0,112.3100000000004,2717.914700382859
1307,3307,Women,Soccer,Mercurial Superfly,8,2,7127.99,8482.3081,08-12-2024,Online,Mumbai,818.55,0.595,40.5,7663.7581,10.680791190421315
1308,3308,Men,Training,ZoomX Invincible,9,2,7050.14,11985.238,08-04-2025,Online,Bangalore,2625.19,0.85,15.000000000000002,9360.047999999999,28.046757879874125
1309,3309,Men,Lifestyle,Air Force 1,9,2,5594.08,8167.3568,12-09-2023,Retail,Hyd,626.95,0.73,27.0,7540.4068,8.31453814932107
1310,3310,Women,Running,Free RN,8,4,5698.6900000000005,4786.899600000001,18-04-2025,Retail,Kolkata,2856.16,0.21,79.0,1930.7396000000008,147.9308758156718
1311,3311,Kids,Soccer,Premier III,8,2,5275.855,422.0684,05-02-2025,Online,Delhi,3152.21,0.04,96.0,-2730.1416,-115.45957909289395
1312,3312,Women,Basketball,Zoom Freak,8,1,8069.3,5648.51,25-05-2025,Retail,Pune,-95.96,0.7,30.000000000000004,5744.47,-1.6704761274756417
1313,3313,Kids,Basketball,Kyrie Flytrap,8,2,9460.52,12487.886400000001,31-12-2024,Retail,hyderbad,-476.54,0.66,34.0,12964.426400000002,-3.675750745131307
1314,3314,Men,Training,ZoomX Invincible,9,2,7050.14,7402.647000000001,31-12-2024,Retail,Hyd,-815.54,0.525,47.5,8218.187000000002,-9.923599937553135
1315,3315,Women,Training,Metcon 7,12,2,5462.8,6063.708,31-12-2024,Retail,Bangalore,1345.26,0.5549999999999999,44.50000000000001,4718.447999999999,28.510645873388878
1316,3316,Women,Running,React Infinity,10,2,7006.295,14292.8418,25-04-2024,Online,bengaluru,27.15,1.02,-2.0000000000000018,14265.6918,0.19031674299875173
1317,3317,Kids,Basketball,Air Jordan,10,3,6966.16,13792.9968,31-12-2024,Online,hyderbad,3852.52,0.66,34.0,9940.4768,38.75588744395037
1318,3318,Men,Training,Flex Trainer,12,3,6252.925,9848.356875000001,11-04-2025,Online,Delhi,1096.06,0.525,47.5,8752.296875000002,12.52311268292073
1319,3319,Women,Running,Air Zoom,12,1,6109.1,2260.367,28-09-2024,Retail,Mumbai,-846.73,0.37,63.0,3107.097,-27.251482654065835
1320,3320,Kids,Basketball,Air Jordan,9,1,8046.47,402.3235,12-09-2024,Online,Kolkata,-274.91,0.05,95.0,677.2335,-40.59308938497579
1321,3321,Kids,Soccer,Tiempo Legend,8,4,4986.67,21342.947600000003,15-01-2025,Retail,Mumbai,3170.16,1.07,-7.000000000000006,18172.787600000003,17.444544391197304
1322,3322,Men,Training,Metcon 7,8,2,6284.84,6599.082,28-08-2023,Online,Hyderabad,864.55,0.525,47.5,5734.532,15.076208485714265
1323,3323,Men,Running,Air Zoom,9,1,8130.74,569.1518000000001,01-01-2024,Retail,Delhi,-687.56,0.07,93.0,1256.7118,-54.71103239422117
1324,3324,Women,Lifestyle,Dunk Low,9,2,4722.755,7084.1325,17-08-2024,Retail,Hyderabad,-871.48,0.75,25.0,7955.612499999999,-10.954279133127715
1325,3325,Kids,Basketball,LeBron 20,10,2,6329.6,8355.072,06-11-2024,Online,Hyderabad,1115.7,0.66,34.0,7239.372,15.411557798107351
1326,3326,Men,Training,SuperRep Go,8,3,5157.745,13616.4468,30-05-2025,Online,Mumbai,991.04,0.88,12.0,12625.4068,7.849568855080376
1327,3327,Men,Training,Flex Trainer,12,3,6252.925,9848.356875000001,03-10-2025,Online,bengaluru,-1155.61,0.525,47.5,11003.966875000002,-10.50175825797367
1328,3328,Women,Soccer,Phantom GT,9,1,6356.455,1589.11375,20-09-2024,Online,Pune,2132.49,0.25,75.0,-543.3762499999998,-392.4518232072161
1329,3329,Kids,Training,ZoomX Invincible,8,2,6584.055,7637.5037999999995,28-04-2024,Retail,Kolkata,530.29,0.58,42.00000000000001,7107.2137999999995,7.461292356225445
1330,3330,Women,Training,Metcon 7,8,1,5462.8,4643.38,31-12-2024,Online,Kolkata,1714.75,0.85,15.000000000000002,2928.63,58.551267999030266
1331,3331,Kids,Soccer,Phantom GT,10,1,9040.55,6192.77675,31-12-2024,Retail,Mumbai,2233.57,0.685,31.499999999999993,3959.20675,56.414583552627064
1332,3332,Men,Training,SuperRep Go,10,3,3106.54,4892.800499999999,31-12-2024,Retail,Pune,3793.25,0.525,47.5,1099.5504999999994,344.9818812323765
1333,3333,Kids,Training,SuperRep Go,10,2,4912.45,5698.441999999999,31-12-2024,Retail,Kolkata,1519.97,0.58,42.00000000000001,4178.471999999999,36.37621599474642
1334,3334,Kids,Soccer,Tiempo Legend,10,3,2471.71,5079.36405,14-11-2023,Online,Mumbai,1190.89,0.685,31.499999999999993,3888.47405,30.626152693496827
1335,3335,Men,Soccer,Premier III,9,2,3138.53,4550.8685000000005,17-08-2024,Retail,Delhi,1221.99,0.725,27.500000000000004,3328.8785000000007,36.708759421528896
1336,3336,Kids,Running,React Infinity,12,2,4334.53,5808.270199999999,31-03-2025,Online,Hyd,2759.16,0.6699999999999999,33.00000000000001,3049.110199999999,90.49066183308169
1337,3337,Men,Training,ZoomX Invincible,10,4,7050.14,14805.294000000002,10-10-2024,Online,Delhi,2915.13,0.525,47.5,11890.164,24.517155524515893
1338,3338,Women,Training,ZoomX Invincible,10,2,6882.3099999999995,17068.1288,06-09-2025,Online,Kolkata,3011.73,1.24,-24.0,14056.398799999999,21.426042636183602
1339,3339,Men,Lifestyle,Air Force 1,9,2,6656.01,9717.7746,15-05-2025,Retail,Delhi,2014.52,0.73,27.0,7703.2546,26.15154379033506
1340,3340,Kids,Soccer,Premier III,8,3,3248.74,6676.1607,29-12-2024,Retail,Mumbai,2551.47,0.685,31.499999999999993,4124.690700000001,61.85845644135205
1341,3341,Kids,Training,Metcon 7,8,3,8387.99,14595.1026,23-03-2024,Online,Bangalore,1693.41,0.58,42.00000000000001,12901.6926,13.125487116318366
1343,3343,Kids,Basketball,Air Jordan,10,3,9405.77,18623.424600000002,11-12-2024,Retail,hyderbad,1688.78,0.66,34.0,16934.644600000003,9.972338008203607
1344,3344,Kids,Soccer,Mercurial Superfly,12,3,8217.37,26131.2366,24-06-2025,Retail,hyderbad,303.77,1.06,-6.000000000000005,25827.4666,1.176150974095152
1346,3346,Kids,Training,SuperRep Go,12,4,4912.45,2947.47,31-12-2024,Retail,Delhi,3392.46,0.15,85.0,-444.99000000000024,-762.3676936560369
1347,3347,Men,Training,ZoomX Invincible,10,2,4389.44,4608.911999999999,31-12-2024,Online,Mumbai,1546.55,0.525,47.5,3062.361999999999,50.501867512723855
1348,3348,Women,Soccer,Mercurial Superfly,9,2,2114.86,2516.6834,26-09-2024,Online,Hyd,2636.76,0.595,40.5,-120.07660000000033,-2195.898284928115
1349,3349,Men,Training,ZoomX Invincible,8,2,8180.92,20452.3,31-12-2024,Retail,Hyderabad,-481.2,1.25,-25.0,20933.5,-2.298707812835885
1350,3350,Women,Basketball,Zoom Freak,10,3,7388.23,10639.0512,28-05-2025,Online,Bangalore,2199.43,0.48,52.0,8439.6212,26.060766803135664
1351,3351,Men,Training,SuperRep Go,9,3,5319.24,7659.705599999999,31-12-2024,Online,Kolkata,-382.32,0.48,52.0,8042.025599999999,-4.7540261498297145
1352,3352,Women,Training,SuperRep Go,9,2,6622.41,3046.3086,01-03-2025,Retail,Pune,1437.43,0.23,77.0,1608.8785999999998,89.34359621664433
1354,3354,Men,Lifestyle,Dunk Low,10,3,7588.77,9106.524000000001,11-01-2024,Retail,Kolkata,-987.6,0.4,60.0,10094.124000000002,-9.783909926210535
1355,3355,Kids,Basketball,LeBron 20,6,2,7781.4,17741.591999999997,16-01-2025,Online,Pune,1815.96,1.14,-13.99999999999999,15925.631999999998,11.402749981915946
1356,3356,Women,Soccer,Tiempo Legend,8,4,7253.3,17262.854,13-03-2025,Online,Mumbai,724.11,0.595,40.5,16538.744,4.378264758194455
1357,3357,Kids,Training,Flex Trainer,8,4,6206.45,12412.9,05-04-2025,Online,Delhi,678.42,0.5,50.0,11734.48,5.781423633599444
1358,3358,Men,Basketball,Kyrie Flytrap,8,1,5124.65,2203.5995,01-08-2024,Online,Hyd,2019.56,0.43,57.00000000000001,184.03949999999986,1097.3513838061945
1359,3359,Kids,Basketball,LeBron 20,9,2,9362.81,21721.719199999996,09-01-2024,Retail,Mumbai,2963.03,1.16,-15.999999999999993,18758.689199999997,15.795506649792996
1360,3360,Women,Training,Metcon 7,8,4,5462.8,1311.072,31-07-2024,Online,Bangalore,304.12,0.06,94.0,1006.9519999999999,30.2020354495547
1361,3361,Women,Basketball,LeBron 20,12,1,6271.66,4390.161999999999,31-12-2024,Retail,bengaluru,3007.91,0.7,30.000000000000004,1382.2519999999995,217.60937947639079
1362,3362,Men,Lifestyle,Air Force 1,10,2,6009.58,8773.9868,10-03-2024,Retail,Delhi,2730.12,0.73,27.0,6043.866800000001,45.171743361385786
1363,3363,Women,Basketball,Kyrie Flytrap,10,3,5912.915,10643.247,18-02-2025,Online,bengaluru,39.86,0.6,40.0,10603.386999999999,0.3759176195304388
1364,3364,Kids,Soccer,Premier III,8,2,5275.855,2532.4103999999998,09-11-2024,Online,Pune,-371.86,0.24,76.0,2904.2704,-12.803904209470303
1365,3365,Kids,Running,Air Zoom,8,2,5837.53,11091.306999999999,31-12-2024,Retail,Pune,-445.03,0.95,5.000000000000004,11536.337,-3.8576369605014134
1366,3366,Men,Basketball,LeBron 20,8,3,6730.48,9994.762799999999,15-12-2024,Retail,Pune,2762.68,0.495,50.5,7232.082799999998,38.20033697623042
1368,3368,Women,Training,Flex Trainer,8,2,6496.58,7211.203799999999,14-04-2025,Retail,Delhi,2027.47,0.5549999999999999,44.50000000000001,5183.733799999999,39.11215502617053
1369,3369,Men,Running,React Infinity,10,3,5103.34,765.5010000000001,27-09-2024,Online,Kolkata,1247.02,0.05,95.0,-481.5189999999999,-258.9762813097718
1370,3370,Women,Basketball,Air Jordan,12,2,3328.45,4659.829999999999,05-07-2025,Retail,bengaluru,-1137.54,0.7,30.000000000000004,5797.369999999999,-19.621656026784564
1371,3371,Men,Training,Flex Trainer,12,1,2636.01,1383.9052500000003,26-04-2025,Retail,Delhi,2255.43,0.525,47.5,-871.5247499999996,-258.79127356968354
1372,3372,Kids,Basketball,Kyrie Flytrap,8,2,4917.28,7572.611199999999,24-02-2025,Online,Delhi,-1088.45,0.77,23.0,8661.0612,-12.567166711626514
1373,3373,Kids,Training,SuperRep Go,8,3,4912.45,11200.385999999999,31-12-2024,Retail,Pune,1069.43,0.76,24.0,10130.955999999998,10.556062034027196
1374,3374,Men,Training,Flex Trainer,8,4,4500.96,9452.016,16-12-2024,Online,Pune,1905.25,0.525,47.5,7546.766,25.245913282590188
1375,3375,Kids,Running,Free RN,8,2,2134.23,2859.8682,22-11-2024,Online,Bangalore,1647.39,0.6699999999999999,33.00000000000001,1212.4781999999998,135.86965934727738
1376,3376,Kids,Soccer,Phantom GT,6,2,6466.57,8859.2009,31-12-2024,Retail,Kolkata,1286.64,0.685,31.499999999999993,7572.5608999999995,16.99081746572682
1377,3377,Men,Basketball,Kyrie Flytrap,8,1,5124.65,1947.367,31-12-2024,Online,hyderbad,1295.93,0.38,62.0,651.4369999999999,198.93404887963078
1378,3378,Kids,Soccer,Phantom GT,12,1,3642.74,2495.2769,31-12-2024,Online,Kolkata,2416.87,0.685,31.499999999999993,78.40689999999995,3082.4710580318842
1379,3379,Men,Basketball,Air Jordan,10,2,5000.49,8600.8428,23-10-2024,Retail,Pune,3000.14,0.86,14.000000000000002,5600.702800000001,53.56720588708973
1380,3380,Women,Basketball,Kyrie Flytrap,10,2,2557.29,3580.2059999999997,31-12-2024,Online,Mumbai,3463.32,0.7,30.000000000000004,116.88599999999951,2962.9895795903826
1381,3381,Men,Training,ZoomX Invincible,9,1,7050.14,3701.3235000000004,23-02-2024,Retail,Mumbai,2718.47,0.525,47.5,982.8535000000006,276.58954259205444
1382,3382,Men,Basketball,LeBron 20,12,2,9187.23,9095.357699999999,01-10-2025,Retail,Hyd,1710.15,0.495,50.5,7385.207699999999,23.156423887712734
1383,3383,Women,Lifestyle,Air Force 1,12,2,7309.08,10963.619999999999,08-12-2024,Retail,Bangalore,3793.87,0.75,25.0,7169.749999999999,52.91495519369575
1384,3384,Women,Basketball,Air Jordan,10,2,6144.015,3317.7681000000002,22-07-2025,Retail,bengaluru,144.65,0.27,73.0,3173.1181,4.558607509755152
1385,3385,Men,Training,ZoomX Invincible,9,2,9019.91,9470.9055,21-03-2025,Online,Hyd,-643.93,0.525,47.5,10114.835500000001,-6.366193498648593
1386,3386,Women,Soccer,Phantom GT,8,2,9212.82,20083.9476,16-10-2024,Retail,Hyd,3827.83,1.09,-9.000000000000007,16256.1176,23.547012233720555
1387,3387,Men,Soccer,Phantom GT,10,4,6319.755,27048.5514,21-06-2025,Retail,bengaluru,2821.58,1.07,-7.000000000000006,24226.971400000002,11.646441288158698
1388,3388,Women,Running,Free RN,7,3,4042.33,7458.098849999999,05-03-2025,Online,Pune,1915.52,0.615,38.5,5542.57885,34.560085690075475
1389,3389,Women,Running,Air Zoom,8,3,9764.91,18016.25895,04-04-2025,Online,Mumbai,3491.49,0.615,38.5,14524.76895,24.038179278576408
1391,3391,Women,Soccer,Mercurial Superfly,8,2,4262.63,5072.5297,14-11-2023,Retail,hyderbad,1628.31,0.595,40.5,3444.2197,47.276600850985204
